oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
334215200022630,56532658,2458319.8323534965,58319.3265856,14.427506,0.01984280,0,zr,282.4644447,-13.676187600000000,0.75599998,-0.0130000003,20180720326574,334,15,2,20.3299999,26.209652,0.020562420,0.08306687,7.86899272E-06,30.0,1.65799999,3
334215200022630,56532703,2458319.8328048850,58319.3270370,14.466911,0.01982522,0,zr,282.4644510,-13.676196200000000,0.76400000,-0.0729999989,20180720327037,334,15,2,20.4200001,26.226212,0.032416355,0.05617879,1.92794032E-05,30.0,1.65999997,3
334215200022630,56532749,2458319.8332678730,58319.3275000,14.439396,0.01983737,0,zr,282.4644522,-13.676185100000000,0.94199997,-0.0599999987,20180720327488,334,15,2,20.3700008,26.213598,0.021766899,0.08080910,8.73479348E-06,30.0,1.66199994,3
334215200022630,56532795,2458319.8337192615,58319.3279514,14.445942,0.01983442,0,zr,282.4644515,-13.676193100000000,0.70700002,-0.0570000000,20180720327951,334,15,2,20.3199997,26.218153,0.026935203,0.06978953,1.34752399E-05,30.0,1.66299999,3
334215200022630,56532841,2458319.8341822494,58319.3284144,14.452072,0.01983170,0,zr,282.4644490,-13.676192600000000,0.34400001,-0.0240000002,20180720328403,334,15,2,20.3700008,26.223305,0.024972698,0.07154892,1.14389804E-05,30.0,1.66499996,3
334215200022630,56532886,2458319.8346335380,58319.3288657,14.454044,0.01983082,0,zr,282.4644571,-13.676183800000000,0.51499999,-0.0260000005,20180720328866,334,15,2,20.3099995,26.214298,0.021920297,0.07744665,8.95678841E-06,30.0,1.66700006,3
334215200022630,56532932,2458319.8350965260,58319.3293287,14.450936,0.01983220,0,zr,282.4644552,-13.676183400000000,0.85200000,-0.0560000017,20180720329317,334,15,2,20.3299999,26.193180,0.022002498,0.07336173,8.95658195E-06,30.0,1.66799998,3
334215200022630,56532979,2458319.8355595140,58319.3297917,14.455290,0.01983028,0,zr,282.4644464,-13.676183300000000,0.75400001,-0.0489999987,20180720329780,334,15,2,20.2600002,26.199533,0.022689013,0.07713807,9.48480283E-06,30.0,1.66999996,3
334215200022630,56533024,2458319.8360109020,58319.3302431,14.437960,0.01983802,0,zr,282.4644486,-13.676195700000000,0.56199998,-0.0260000005,20180720330243,334,15,2,20.2700005,26.188158,0.020553790,0.08283888,7.74329692E-06,30.0,1.67200005,3
334215200022630,56533070,2458319.8364737900,58319.3307060,14.438541,0.01983776,0,zr,282.4644420,-13.676195900000000,0.64200002,-0.0379999988,20180720330694,334,15,2,20.1000004,26.164742,0.019807108,0.08923725,7.17668445E-06,30.0,1.67400002,3
334215200022630,56533115,2458319.8369251783,58319.3311574,14.457036,0.01982951,0,zr,282.4644490,-13.676171800000000,0.37400001,-0.0120000001,20180720331157,334,15,2,20.1399994,26.172300,0.022699630,0.07828891,9.48926026E-06,30.0,1.67600000,3
334215200022630,56533162,2458319.8373881667,58319.3316204,14.450627,0.01983234,0,zr,282.4644532,-13.676188600000000,1.12800002,-0.0790000036,20180720331609,334,15,2,20.2800007,26.207855,0.025051650,0.07462613,1.15338589E-05,30.0,1.67700005,3
334215200022630,56533207,2458319.8378395550,58319.3320718,14.444497,0.01983507,0,zr,282.4644481,-13.676195500000000,0.60799998,-0.0170000009,20180720332072,334,15,2,20.2800007,26.182703,0.020578718,0.08637835,7.79155289E-06,30.0,1.67900002,3
334215200022630,56533252,2458319.8382908430,58319.3325231,14.462806,0.01982700,0,zr,282.4644467,-13.676199000000000,0.76700002,-0.0630000010,20180720332523,334,15,2,20.2800007,26.205091,0.023516743,0.07156724,1.02355107E-05,30.0,1.68099999,3
334215200022630,56533298,2458319.8387538310,58319.3329861,14.461949,0.01982737,0,zr,282.4644475,-13.676192000000000,0.86000001,-0.0410000011,20180720332975,334,15,2,20.2000008,26.170231,0.020434547,0.07875144,7.74198907E-06,30.0,1.68299997,3
334215200022630,56533343,2458319.8392052194,58319.3334375,14.460380,0.01982805,0,zr,282.4644552,-13.676184100000000,0.54799998,-0.0430000015,20180720333437,334,15,2,20.2199993,26.176641,0.020801023,0.07790662,8.01164151E-06,30.0,1.68499994,3
334215200022630,56533390,2458319.8396682073,58319.3339005,14.444099,0.01983525,0,zr,282.4644477,-13.676191700000000,0.53299999,-0.0280000009,20180720333889,334,15,2,20.0900002,26.165304,0.020334480,0.08589980,7.65916320E-06,30.0,1.68700004,3
334215200022630,56533435,2458319.8401195956,58319.3343519,14.467090,0.01982515,0,zr,282.4644531,-13.676183500000000,0.52200001,-0.0040000002,20180720334352,334,15,2,20.1900005,26.174370,0.021588042,0.07787606,8.59584816E-06,30.0,1.68900001,3
334215200022630,56533481,2458319.8405824844,58319.3348148,14.457931,0.01982912,0,zr,282.4644669,-13.676194500000000,0.32300001,0.0030000000,20180720334803,334,15,2,20.2000008,26.186184,0.023680419,0.07687263,1.04266510E-05,30.0,1.69099998,3
334215200022630,56533526,2458319.8410338720,58319.3352662,14.460302,0.01982808,0,zr,282.4644590,-13.676178700000000,1.00100005,-0.0359999985,20180720335266,334,15,2,20.1200008,26.160543,0.020292530,0.08760356,7.56603686E-06,30.0,1.69299996,3
334215200022630,56533572,2458319.8414968600,58319.3357292,14.461195,0.01982770,0,zr,282.4644538,-13.676193700000000,0.84700000,-0.0540000014,20180720335718,334,15,2,20.1200008,26.171438,0.019995335,0.08864465,7.40769974E-06,30.0,1.69500005,3
